Positions of every atom, in reduced units, for every time step
-7.44, -0.00, 0.12
-4.82, -2.40, -0.01
-4.78, 0.27, -2.45
-2.52, -2.70, -2.20
-2.64, 0.02, 0.01
-0.00, -2.45, -0.07
0.07, 0.00, -2.61
2.45, -2.25, -2.23
2.38, -0.00, 0.07
5.14, -2.28, -0.08
4.80, 0.26, -2.66
-7.58, 2.50, -2.57
-7.43, 4.91, -0.04
-4.92, 2.45, 0.11
-4.83, 4.82, -2.37
-2.66, 2.63, -2.71
-2.44, 5.15, 0.11
-0.09, 2.30, -0.17
-0.17, 4.77, -2.07
2.45, 2.11, -2.38
2.73, 5.16, 0.08
5.05, 2.53, -0.10
4.90, 4.83, -2.59
-7.41, -7.47, 2.53
-7.27, -4.96, 4.87
-4.95, -7.64, 4.83
-4.99, -4.80, 2.48
-2.45, -7.25, 2.42
-2.53, -4.86, 5.09
0.04, -7.62, 5.15
0.16, -4.96, 2.56
2.53, -7.48, 2.40
2.24, -4.94, 4.96
5.04, -7.37, 4.81
4.88, -4.93, 2.37
-7.34, -2.53, 2.52
-7.32, -0.10, 5.15
-4.89, -2.48, 4.85
-4.99, 0.05, 2.40
-2.54, -2.28, 2.37
-2.60, -0.06, 4.92
0.18, -2.51, 4.80
-0.11, -0.18, 2.22
2.55, -2.59, 2.47
2.39, 0.28, 4.95
4.72, -2.38, 4.93
4.81, 0.05, 2.60
-7.42, 2.71, 2.62
-7.43, 4.81, 4.94
-4.70, 2.24, 4.90
-4.92, 4.78, 2.20
-2.66, 2.13, 2.63
-2.47, 4.78, 4.83
-0.00, 2.51, 5.13
0.11, 4.87, 2.42
2.41, 2.25, 2.63
2.42, 4.77, 4.88
4.82, 2.48, 4.96
5.09, 5.26, 2.37
 
-7.61, -7.40, -7.43
-7.55, -4.54, -4.84
-4.80, -7.44, -4.70
-5.11, -4.68, -7.26
-2.50, -7.47, -7.34
-2.38, -5.00, -5.00
0.10, -7.52, -4.93
-0.26, -4.76, -7.50
2.63, -7.37, -7.56
2.52, -4.87, -5.06
4.67, -7.59, -4.73
4.79, -5.12, -7.48
-7.62, -2.38, -7.45
-7.40, -0.04, -5.00
-4.97, -2.45, -4.87
-4.74, 0.04, -7.24
-2.21, -2.32, -7.52
-2.39, -0.03, -4.84
0.05, -2.49, -4.72
-0.05, -0.02, -7.51
2.45, -2.66, -7.51
2.64, -0.14, -4.96
5.12, -2.49, -4.89
4.84, 0.04, -7.38
-7.40, 2.36, -7.31
-7.18, 4.73, -5.03
-4.66, 2.34, -4.95
-4.91, 5.08, -7.54
-2.64, 2.41, -7.50
-2.54, 5.16, -4.62
0.11, 2.36, -4.91
0.10, 4.85, -7.40
2.56, 2.63, -7.37
2.21, 4.74, -4.99
5.03, 2.58, -4.89
5.05, 5.03, -7.34
-7.48, -7.34, -2.40
-7.21, -4.86, -0.02
-4.90, -7.68, -0.08
-4.82, -4.70, -2.49
-2.63, -7.51, -2.71
-2.24, -4.74, -0.15
0.21, -7.34, -0.06
-0.03, -5.03, -2.57
2.50, -7.31, -2.42
2.20, -4.76, -0.05
4.78, -7.16, 0.03
5.22, -5.08, -2.45
-7.53, -2.26, -2.44
-7.44, -0.00, 0.12
-4.82, -2.39, -0.01
-4.78, 0.28, -2.45
-2.52, -2.70, -2.19
-2.65, 0.02, 0.01
-0.00, -2.45, -0.07
0.07, 0.00, -2.62
2.45, -2.24, -2.22
2.38, -0.00, 0.07
5.14, -2.28, -0.08
4.80, 0.27, -2.67
-7.58, 2.50, -2.57
-7.43, 4.91, -0.04
-4.92, 2.45, 0.11
-4.82, 4.82, -2.37
-2.67, 2.64, -2.72
-2.44, 5.16, 0.11
-0.09, 2.30, -0.17
-0.17, 4.77, -2.06
2.45, 2.09, -2.38
2.73, 5.17, 0.08
5.06, 2.53, -0.10
4.90, 4.83, -2.59
-7.42, -7.48, 2.53
-7.27, -4.96, 4.87
-4.95, -7.65, 4.83
-4.99, -4.80, 2.48
-2.45, -7.25, 2.42
-2.54, -4.86, 5.10
0.04, -7.62, 5.16
0.16, -4.96, 2.57
2.53, -7.48, 2.40
2.24, -4.94, 4.96
5.04, -7.37, 4.80
4.88, -4.93, 2.37
-7.34, -2.53, 2.52
-7.32, -0.10, 5.16
-4.89, -2.48, 4.85
-5.00, 0.05, 2.40
-2.55, -2.28, 2.37
-2.60, -0.06, 4.92
0.19, -2.51, 4.80
-0.11, -0.18, 2.21
2.55, -2.59, 2.47
2.39, 0.28, 4.95
4.71, -2.37, 4.93
4.81, 0.05, 2.60
-7.42, 2.72, 2.62
-7.43, 4.81, 4.94
-4.70, 2.23, 4.90
-4.92, 4.77, 2.19
-2.66, 2.12, 2.63
-2.47, 4.77, 4.83
-0.00, 2.51, 5.14
0.11, 4.87, 2.42
2.40, 2.24, 2.64
2.42, 4.76, 4.88
4.82, 2.48, 4.96
5.09, 5.27, 2.37
 
-7.62, -7.40, -7.43
-7.55, -4.53, -4.83
-4.80, -7.45, -4.69
-5.12, -4.68, -7.26
-2.51, -7.47, -7.33
-2.38, -5.01, -5.01
0.10, -7.52, -4.93
-0.26, -4.76, -7.51
2.64, -7.37, -7.57
2.52, -4.87, -5.06
4.66, -7.60, -4.72
4.79, -5.12, -7.48
-7.63, -2.37, -7.45
-7.40, -0.04, -5.00
-4.97, -2.45, -4.87
-4.74, 0.05, -7.24
-2.21, -2.31, -7.52
-2.39, -0.03, -4.84
0.05, -2.49, -4.72
-0.05, -0.02, -7.51
2.45, -2.67, -7.52
2.65, -0.15, -4.96
5.13, -2.49, -4.89
4.84, 0.04, -7.38
-7.41, 2.36, -7.30
-7.17, 4.72, -5.03
-4.65, 2.33, -4.95
-4.91, 5.09, -7.54
-2.64, 2.41, -7.50
-2.54, 5.17, -4.61
0.11, 2.36, -4.91
0.10, 4.85, -7.40
2.56, 2.64, -7.37
2.20, 4.74, -4.99
5.03, 2.59, -4.89
5.06, 5.03, -7.34
-7.48, -7.34, -2.40
-7.21, -4.86, -0.02
-4.90, -7.69, -0.08
-4.82, -4.70, -2.49
-2.63, -7.51, -2.71
-2.24, -4.74, -0.16
0.21, -7.34, -0.06
-0.03, -5.03, -2.58
2.50, -7.31, -2.42
2.19, -4.75, -0.05
4.78, -7.15, 0.03
5.23, -5.08, -2.45
-7.54, -2.25, -2.44
-7.45, -0.00, 0.13
-4.81, -2.39, -0.01
-4.77, 0.29, -2.45
-2.52, -2.71, -2.18
-2.66, 0.02, 0.01
-0.00, -2.45, -0.07
0.07, 0.00, -2.62
2.45, -2.24, -2.21
2.38, -0.00, 0.07
5.15, -2.27, -0.09
4.79, 0.27, -2.67
-7.59, 2.50, -2.58
-7.43, 4.91, -0.04
-4.92, 2.45, 0.11
-4.82, 4.81, -2.36
-2.68, 2.64, -2.73
-2.44, 5.17, 0.12
-0.10, 2.29, -0.18
-0.18, 4.76, -2.04
2.45, 2.08, -2.37
2.74, 5.17, 0.08
5.06, 2.53, -0.10
4.90, 4.82, -2.60
-7.42, -7.48, 2.53
-7.27, -4.96, 4.87
-4.95, -7.65, 4.83
-4.99, -4.80, 2.48
-2.45, -7.25, 2.41
-2.54, -4.85, 5.10
0.04, -7.63, 5.17
0.17, -4.96, 2.57
2.53, -7.49, 2.40
2.23, -4.94, 4.96
5.04, -7.37, 4.80
4.88, -4.93, 2.36
-7.34, -2.53, 2.52
-7.32, -0.10, 5.17
-4.89, -2.48, 4.85
-5.00, 0.06, 2.39
-2.55, -2.27, 2.36
-2.61, -0.06, 4.92
0.19, -2.51, 4.79
-0.12, -0.19, 2.21
2.55, -2.59, 2.47
2.39, 0.29, 4.95
4.71, -2.37, 4.93
4.80, 0.06, 2.61
-7.42, 2.73, 2.63
-7.44, 4.80, 4.94
-4.69, 2.23, 4.90
-4.92, 4.77, 2.18
-2.67, 2.11, 2.64
-2.47, 4.77, 4.83
-0.00, 2.51, 5.15
0.11, 4.87, 2.42
2.40, 2.24, 2.64
2.42, 4.76, 4.88
4.82, 2.48, 4.96
5.10, 5.28, 2.37
 
-7.62, -7.40, -7.43
-7.56, -4.52, -4.83
-4.79, -7.45, -4.68
-5.12, -4.67, -7.26
-2.51, -7.47, -7.33
-2.37, -5.01, -5.01
0.10, -7.53, -4.93
-0.27, -4.75, -7.51
2.64, -7.37, -7.57
2.53, -4.86, -5.06
4.66, -7.60, -4.72
4.78, -5.13, -7.48
-7.64, -2.37, -7.46
-7.40, -0.04, -5.00
-4.97, -2.45, -4.87
-4.73, 0.05, -7.23
-2.20, -2.31, -7.53
-2.38, -0.03, -4.84
0.05, -2.49, -4.71
-0.06, -0.02, -7.51
2.45, -2.68, -7.52
2.65, -0.15, -4.97
5.14, -2.49, -4.89
4.84, 0.04, -7.38
-7.41, 2.36, -7.30
-7.16, 4.71, -5.03
-4.64, 2.33, -4.95
-4.91, 5.09, -7.55
-2.65, 2.40, -7.51
-2.55, 5.18, -4.60
0.11, 2.35, -4.91
0.10, 4.85, -7.40
2.56, 2.64, -7.37
2.19, 4.73, -4.99
5.04, 2.59, -4.89
5.06, 5.04, -7.34
-7.48, -7.34, -2.40
-7.20, -4.85, -0.02
-4.90, -7.69, -0.08
-4.81, -4.69, -2.49
-2.64, -7.51, -2.72
-2.23, -4.73, -0.16
0.22, -7.34, -0.07
-0.03, -5.03, -2.58
2.51, -7.31, -2.42
2.19, -4.75, -0.05
4.78, -7.14, 0.03
5.24, -5.09, -2.45
-7.54, -2.24, -2.43
-7.45, -0.00, 0.13
-4.81, -2.39, -0.01
-4.77, 0.30, -2.45
-2.52, -2.72, -2.17
-2.66, 0.02, 0.01
-0.00, -2.45, -0.07
0.07, 0.00, -2.63
2.45, -2.23, -2.21
2.38, -0.00, 0.08
5.16, -2.27, -0.09
4.79, 0.28, -2.68
-7.59, 2.51, -2.58
-7.43, 4.91, -0.04
-4.92, 2.45, 0.12
-4.82, 4.81, -2.36
-2.68, 2.65, -2.73
-2.44, 5.17, 0.12
-0.10, 2.29, -0.18
-0.18, 4.76, -2.03
2.45, 2.07, -2.37
2.75, 5.18, 0.08
5.06, 2.54, -0.10
4.90, 4.82, -2.60
-7.42, -7.48, 2.53
-7.26, -4.96, 4.87
-4.95, -7.66, 4.82
-4.99, -4.79, 2.48
-2.45, -7.24, 2.41
-2.54, -4.85, 5.11
0.04, -7.64, 5.17
0.17, -4.97, 2.57
2.53, -7.49, 2.40
2.22, -4.94, 4.96
5.05, -7.37, 4.80
4.88, -4.93, 2.36
-7.34, -2.53, 2.52
-7.31, -0.11, 5.17
-4.89, -2.48, 4.85
-5.00, 0.06, 2.39
-2.55, -2.27, 2.36
-2.61, -0.06, 4.92
0.20, -2.51, 4.79
-0.12, -0.19, 2.20
2.56, -2.60, 2.47
2.38, 0.30, 4.95
4.70, -2.37, 4.93
4.80, 0.06, 2.61
-7.42, 2.73, 2.63
-7.44, 4.80, 4.94
-4.68, 2.22, 4.89
-4.92, 4.76, 2.18
-2.68, 2.10, 2.64
-2.47, 4.76, 4.82
-0.00, 2.51, 5.15
0.12, 4.87, 2.42
2.40, 2.23, 2.65
2.42, 4.75, 4.88
4.82, 2.48, 4.96
5.10, 5.29, 2.36
 
-7.63, -7.40, -7.43
-7.56, -4.51, -4.83
-4.79, -7.45, -4.68
-5.13, -4.66, -7.25
-2.51, -7.48, -7.33
-2.37, -5.01, -5.01
0.11, -7.53, -4.93
-0.28, -4.75, -7.51
2.65, -7.37, -7.58
2.53, -4.86, -5.07
4.65, -7.61, -4.71
4.78, -5.14, -7.49
-7.64, -2.37, -7.46
-7.40, -0.05, -5.01
-4.97, -2.45, -4.87
-4.73, 0.05, -7.23
-2.19, -2.30, -7.53
-2.38, -0.03, -4.84
0.05, -2.49, -4.71
-0.06, -0.02, -7.52
2.45, -2.68, -7.53
2.66, -0.16, -4.97
5.14, -2.49, -4.89
4.84, 0.04, -7.38
-7.41, 2.36, -7.30
-7.16, 4.71, -5.03
-4.64, 2.32, -4.95
-4.91, 5.10, -7.55
-2.65, 2.40, -7.51
-2.55, 5.18, -4.59
0.12, 2.35, -4.91
0.10, 4.84, -7.40
2.56, 2.65, -7.37
2.19, 4.72, -4.99
5.04, 2.59, -4.88
5.07, 5.04, -7.34
-7.48, -7.34, -2.40
-7.19, -4.85, -0.02
-4.89, -7.70, -0.08
-4.81, -4.68, -2.49
-2.64, -7.52, -2.73
-2.22, -4.73, -0.17
0.23, -7.34, -0.07
-0.03, -5.03, -2.58
2.51, -7.31, -2.42
2.18, -4.74, -0.05
4.77, -7.14, 0.03
5.24, -5.09, -2.45
-7.55, -2.24, -2.43
-7.45, -0.00, 0.13
-4.81, -2.39, -0.01
-4.76, 0.31, -2.45
-2.52, -2.73, -2.16
-2.67, 0.03, 0.01
-0.01, -2.45, -0.07
0.07, 0.00, -2.63
2.45, -2.22, -2.20
2.37, -0.00, 0.08
5.16, -2.26, -0.09
4.79, 0.29, -2.69
-7.60, 2.51, -2.58
-7.43, 4.91, -0.04
-4.92, 2.45, 0.12
-4.81, 4.81, -2.36
-2.69, 2.65, -2.74
-2.44, 5.18, 0.12
-0.10, 2.28, -0.19
-0.19, 4.75, -2.02
2.45, 2.06, -2.37
2.76, 5.19, 0.09
5.07, 2.54, -0.11
4.90, 4.82, -2.61
-7.42, -7.48, 2.54
-7.26, -4.97, 4.87
-4.96, -7.67, 4.82
-5.00, -4.79, 2.48
-2.45, -7.24, 2.41
-2.54, -4.85, 5.11
0.04, -7.64, 5.18
0.18, -4.97, 2.58
2.53, -7.49, 2.40
2.22, -4.94, 4.96
5.05, -7.37, 4.79
4.88, -4.93, 2.36
-7.34, -2.53, 2.52
-7.31, -0.11, 5.18
-4.88, -2.48, 4.84
-5.00, 0.06, 2.39
-2.55, -2.26, 2.36
-2.62, -0.06, 4.92
0.20, -2.52, 4.79
-0.12, -0.20, 2.19
2.56, -2.60, 2.47
2.38, 0.31, 4.95
4.69, -2.37, 4.93
4.80, 0.06, 2.62
-7.42, 2.74, 2.64
-7.44, 4.80, 4.94
-4.68, 2.21, 4.89
-4.92, 4.76, 2.17
-2.68, 2.09, 2.65
-2.47, 4.76, 4.82
-0.00, 2.51, 5.16
0.12, 4.87, 2.42
2.40, 2.22, 2.65
2.41, 4.75, 4.88
4.81, 2.48, 4.96
5.11, 5.30, 2.36
 
-7.64, -7.40, -7.43
-7.57, -4.50, -4.83
-4.79, -7.45, -4.67
-5.13, -4.66, -7.25
-2.51, -7.48, -7.33
-2.37, -5.01, -5.01
0.11, -7.53, -4.93
-0.29, -4.74, -7.52
2.65, -7.37, -7.58
2.53, -4.86, -5.07
4.64, -7.62, -4.70
4.77, -5.14, -7.49
-7.65, -2.37, -7.46
-7.40, -0.05, -5.01
-4.97, -2.45, -4.87
-4.72, 0.05, -7.22
-2.18, -2.30, -7.54
-2.38, -0.03, -4.83
0.06, -2.49, -4.70
-0.06, -0.02, -7.52
2.45, -2.69, -7.53
2.67, -0.16, -4.97
5.15, -2.49, -4.89
4.83, 0.05, -7.38
-7.41, 2.35, -7.30
-7.15, 4.70, -5.04
-4.63, 2.32, -4.95
-4.91, 5.10, -7.56
-2.66, 2.40, -7.51
-2.55, 5.19, -4.58
0.12, 2.35, -4.91
0.11, 4.84, -7.40
2.57, 2.65, -7.37
2.18, 4.72, -4.99
5.04, 2.60, -4.88
5.07, 5.04, -7.33
-7.49, -7.34, -2.40
-7.19, -4.85, -0.02
-4.89, -7.71, -0.09
-4.81, -4.68, -2.49
-2.65, -7.52, -2.73
-2.22, -4.72, -0.17
0.23, -7.34, -0.07
-0.03, -5.04, -2.59
2.51, -7.30, -2.41
2.17, -4.74, -0.06
4.77, -7.13, 0.04
5.25, -5.10, -2.45
-7.55, -2.23, -2.43
-7.45, -0.00, 0.14
-4.80, -2.39, -0.01
-4.76, 0.31, -2.45
-2.53, -2.73, -2.15
-2.67, 0.03, 0.01
-0.01, -2.45, -0.08
0.08, 0.00, -2.64
2.45, -2.22, -2.19
2.37, -0.00, 0.08
5.17, -2.25, -0.09
4.78, 0.30, -2.69
-7.61, 2.51, -2.59
-7.43, 4.91, -0.04
-4.92, 2.44, 0.12
-4.81, 4.80, -2.35
-2.70, 2.66, -2.75
-2.44, 5.19, 0.13
-0.10, 2.28, -0.19
-0.20, 4.75, -2.01
2.45, 2.05, -2.37
2.77, 5.20, 0.09
5.07, 2.54, -0.11
4.90, 4.81, -2.61
-7.42, -7.49, 2.54
-7.26, -4.97, 4.86
-4.96, -7.68, 4.82
-5.00, -4.79, 2.48
-2.45, -7.23, 2.41
-2.54, -4.85, 5.12
0.04, -7.65, 5.19
0.18, -4.97, 2.58
2.54, -7.50, 2.40
2.21, -4.94, 4.96
5.06, -7.37, 4.79
4.87, -4.93, 2.35
-7.34, -2.54, 2.53
-7.31, -0.11, 5.19
-4.88, -2.48, 4.84
-5.00, 0.06, 2.39
-2.56, -2.26, 2.36
-2.62, -0.07, 4.92
0.21, -2.52, 4.78
-0.13, -0.20, 2.18
2.56, -2.60, 2.47
2.38, 0.32, 4.95
4.69, -2.36, 4.93
4.79, 0.06, 2.62
-7.42, 2.75, 2.64
-7.44, 4.79, 4.94
-4.67, 2.21, 4.89
-4.92, 4.75, 2.16
-2.69, 2.08, 2.66
-2.47, 4.75, 4.82
-0.01, 2.51, 5.17
0.12, 4.87, 2.42
2.40, 2.22, 2.66
2.41, 4.74, 4.88
4.81, 2.48, 4.96
5.11, 5.31, 2.36
 
-7.64, -7.40, -7.43
-7.57, -4.49, -4.82
-4.78, -7.45, -4.66
-5.14, -4.65, -7.25
-2.51, -7.48, -7.33
-2.36, -5.02, -5.02
0.11, -7.54, -4.93
-0.30, -4.74, -7.52
2.66, -7.37, -7.59
2.53, -4.86, -5.07
4.63, -7.62, -4.70
4.77, -5.15, -7.49
-7.66, -2.36, -7.46
-7.41, -0.05, -5.01
-4.97, -2.45, -4.87
-4.72, 0.05, -7.22
-2.18, -2.30, -7.54
-2.38, -0.04, -4.83
0.06, -2.49, -4.69
-0.06, -0.02, -7.52
2.45, -2.69, -7.53
2.67, -0.17, -4.97
5.15, -2.49, -4.89
4.83, 0.05, -7.38
-7.41, 2.35, -7.29
-7.14, 4.69, -5.04
-4.62, 2.32, -4.95
-4.90, 5.11, -7.56
-2.66, 2.40, -7.52
-2.55, 5.20, -4.57
0.12, 2.34, -4.91
0.11, 4.84, -7.40
2.57, 2.66, -7.37
2.17, 4.71, -5.00
5.05, 2.60, -4.88
5.07, 5.05, -7.33
-7.49, -7.33, -2.39
-7.18, -4.85, -0.02
-4.89, -7.72, -0.09
-4.80, -4.67, -2.49
-2.65, -7.52, -2.74
-2.21, -4.71, -0.18
0.24, -7.34, -0.07
-0.03, -5.04, -2.59
2.51, -7.30, -2.41
2.16, -4.73, -0.06
4.76, -7.12, 0.04
5.26, -5.10, -2.45
-7.55, -2.23, -2.43
-7.45, -0.00, 0.14
-4.80, -2.38, -0.01
-4.75, 0.32, -2.45
-2.53, -2.74, -2.15
-2.68, 0.03, 0.01
-0.01, -2.45, -0.08
0.08, 0.00, -2.64
2.45, -2.21, -2.18
2.37, -0.00, 0.08
5.18, -2.25, -0.10
4.78, 0.31, -2.70
-7.61, 2.51, -2.59
-7.44, 4.91, -0.04
-4.92, 2.44, 0.13
-4.81, 4.80, -2.35
-2.70, 2.67, -2.76
-2.44, 5.19, 0.13
-0.11, 2.27, -0.20
-0.20, 4.74, -1.99
2.45, 2.04, -2.36
2.77, 5.20, 0.09
5.08, 2.54, -0.11
4.90, 4.81, -2.61
-7.42, -7.49, 2.54
-7.25, -4.97, 4.86
-4.96, -7.69, 4.82
-5.00, -4.78, 2.48
-2.45, -7.23, 2.41
-2.55, -4.84, 5.12
0.04, -7.66, 5.20
0.19, -4.97, 2.58
2.54, -7.50, 2.39
2.20, -4.94, 4.96
5.06, -7.37, 4.79
4.87, -4.93, 2.35
-7.34, -2.54, 2.53
-7.31, -0.12, 5.19
-4.88, -2.48, 4.84
-5.01, 0.06, 2.39
-2.56, -2.25, 2.35
-2.62, -0.07, 4.92
0.21, -2.52, 4.78
-0.13, -0.21, 2.18
2.56, -2.61, 2.47
2.38, 0.33, 4.95
4.68, -2.36, 4.93
4.79, 0.06, 2.62
-7.42, 2.76, 2.65
-7.44, 4.79, 4.94
-4.66, 2.20, 4.89
-4.92, 4.75, 2.15
-2.69, 2.07, 2.66
-2.47, 4.75, 4.82
-0.01, 2.52, 5.17
0.13, 4.87, 2.42
2.39, 2.21, 2.66
2.41, 4.74, 4.87
4.81, 2.48, 4.96
5.12, 5.32, 2.35
 
-7.65, -7.40, -7.44
-7.58, -4.47, -4.82
-4.78, -7.45, -4.66
-5.14, -4.64, -7.24
-2.51, -7.48, -7.33
-2.36, -5.02, -5.02
0.11, -7.54, -4.93
-0.30, -4.73, -7.52
2.66, -7.37, -7.60
2.53, -4.86, -5.08
4.63, -7.63, -4.69
4.76, -5.15, -7.50
-7.67, -2.36, -7.46
-7.41, -0.05, -5.01
-4.97, -2.45, -4.87
-4.71, 0.05, -7.21
-2.17, -2.29, -7.54
-2.38, -0.04, -4.83
0.06, -2.49, -4.69
-0.06, -0.02, -7.53
2.45, -2.70, -7.54
2.68, -0.17, -4.97
5.16, -2.49, -4.89
4.83, 0.05, -7.38
-7.41, 2.35, -7.29
-7.14, 4.69, -5.04
-4.61, 2.31, -4.95
-4.90, 5.11, -7.57
-2.67, 2.40, -7.52
-2.56, 5.20, -4.56
0.13, 2.34, -4.91
0.11, 4.84, -7.40
2.57, 2.66, -7.37
2.16, 4.71, -5.00
5.05, 2.60, -4.88
5.08, 5.05, -7.33
-7.49, -7.33, -2.39
-7.18, -4.85, -0.02
-4.89, -7.73, -0.09
-4.80, -4.66, -2.49
-2.66, -7.53, -2.75
-2.20, -4.71, -0.18
0.24, -7.34, -0.07
-0.04, -5.04, -2.60
2.51, -7.30, -2.41
2.15, -4.73, -0.06
4.76, -7.11, 0.04
5.27, -5.11, -2.45
-7.56, -2.22, -2.43
-7.45, -0.00, 0.14
-4.80, -2.38, -0.01
-4.75, 0.33, -2.45
-2.53, -2.75, -2.14
-2.68, 0.03, 0.01
-0.01, -2.45, -0.08
0.08, 0.00, -2.65
2.45, -2.20, -2.18
2.37, -0.00, 0.09
5.18, -2.24, -0.10
4.78, 0.32, -2.70
-7.62, 2.51, -2.59
-7.44, 4.90, -0.05
-4.92, 2.44, 0.13
-4.81, 4.80, -2.35
-2.71, 2.67, -2.76
-2.44, 5.20, 0.13
-0.11, 2.27, -0.20
-0.21, 4.74, -1.98
2.45, 2.03, -2.36
2.78, 5.21, 0.09
5.08, 2.54, -0.12
4.90, 4.81, -2.62
-7.42, -7.49, 2.54
-7.25, -4.97, 4.86
-4.96, -7.69, 4.81
-5.00, -4.78, 2.49
-2.45, -7.23, 2.41
-2.55, -4.84, 5.13
0.04, -7.66, 5.20
0.19, -4.97, 2.59
2.54, -7.50, 2.39
2.19, -4.94, 4.97
5.06, -7.37, 4.78
4.87, -4.93, 2.35
-7.33, -2.54, 2.53
-7.30, -0.12, 5.20
-4.88, -2.48, 4.84
-5.01, 0.06, 2.38
-2.56, -2.24, 2.35
-2.63, -0.07, 4.92
0.22, -2.52, 4.77
-0.13, -0.21, 2.17
2.57, -2.61, 2.47
2.37, 0.34, 4.96
4.67, -2.36, 4.93
4.78, 0.06, 2.63
-7.42, 2.77, 2.65
-7.44, 4.79, 4.94
-4.66, 2.19, 4.89
-4.92, 4.74, 2.14
-2.70, 2.06, 2.67
-2.47, 4.74, 4.81
-0.01, 2.52, 5.18
0.13, 4.86, 2.41
2.39, 2.20, 2.67
2.41, 4.73, 4.87
4.80, 2.48, 4.97
5.12, 5.33, 2.35
 
-7.66, -7.40, -7.44
-7.58, -4.46, -4.82
-4.77, -7.46, -4.65
-5.15, -4.63, -7.24
-2.51, -7.49, -7.32
-2.36, -5.02, -5.02
0.12, -7.55, -4.93
-0.31, -4.73, -7.53
2.67, -7.37, -7.60
2.54, -4.86, -5.08
4.62, -7.63, -4.69
4.76, -5.16, -7.50
-7.67, -2.36, -7.47
-7.41, -0.05, -5.01
-4.97, -2.45, -4.86
-4.71, 0.05, -7.21
-2.16, -2.29, -7.55
-2.37, -0.04, -4.83
0.06, -2.49, -4.68
-0.06, -0.02, -7.53
2.45, -2.71, -7.54
2.68, -0.18, -4.97
5.17, -2.49, -4.89
4.83, 0.05, -7.38
-7.41, 2.34, -7.29
-7.13, 4.68, -5.05
-4.60, 2.31, -4.95
-4.90, 5.12, -7.57
-2.67, 2.40, -7.52
-2.56, 5.21, -4.55
0.13, 2.34, -4.91
0.12, 4.83, -7.40
2.57, 2.67, -7.37
2.16, 4.70, -5.00
5.05, 2.61, -4.88
5.08, 5.05, -7.33
-7.49, -7.33, -2.39
-7.17, -4.84, -0.02
-4.89, -7.74, -0.09
-4.80, -4.66, -2.49
-2.66, -7.53, -2.76
-2.20, -4.70, -0.19
0.25, -7.33, -0.07
-0.04, -5.05, -2.60
2.51, -7.30, -2.41
2.15, -4.72, -0.06
4.75, -7.11, 0.04
5.28, -5.11, -2.45
-7.56, -2.21, -2.43
-7.46, -0.00, 0.15
-4.79, -2.38, -0.01
-4.75, 0.34, -2.45
-2.53, -2.76, -2.13
-2.69, 0.03, 0.01
-0.01, -2.45, -0.08
0.08, 0.00, -2.65
2.45, -2.20, -2.17
2.36, -0.00, 0.09
5.19, -2.24, -0.10
4.77, 0.32, -2.71
-7.62, 2.51, -2.60
-7.44, 4.90, -0.05
-4.92, 2.44, 0.13
-4.80, 4.79, -2.35
-2.71, 2.68, -2.77
-2.44, 5.21, 0.14
-0.11, 2.26, -0.21
-0.21, 4.73, -1.97
2.45, 2.02, -2.36
2.79, 5.22, 0.09
5.08, 2.55, -0.12
4.89, 4.81, -2.62
-7.42, -7.49, 2.54
-7.25, -4.97, 4.86
-4.96, -7.70, 4.81
-5.00, -4.77, 2.49
-2.45, -7.22, 2.41
-2.55, -4.84, 5.13
0.05, -7.67, 5.21
0.20, -4.97, 2.59
2.54, -7.50, 2.39
2.19, -4.94, 4.97
5.07, -7.37, 4.78
4.87, -4.93, 2.35
-7.33, -2.54, 2.53
-7.30, -0.12, 5.21
-4.88, -2.49, 4.83
-5.01, 0.07, 2.38
-2.56, -2.24, 2.35
-2.63, -0.07, 4.92
0.22, -2.52, 4.77
-0.14, -0.22, 2.16
2.57, -2.62, 2.47
2.37, 0.34, 4.96
4.67, -2.35, 4.93
4.78, 0.07, 2.63
-7.42, 2.77, 2.66
-7.44, 4.78, 4.94
-4.65, 2.19, 4.89
-4.92, 4.74, 2.14
-2.71, 2.05, 2.67
-2.47, 4.74, 4.81
-0.01, 2.52, 5.18
0.13, 4.86, 2.41
2.39, 2.20, 2.67
2.41, 4.73, 4.87
4.80, 2.48, 4.97
5.13, 5.34, 2.35
 
-7.66, -7.40, -7.44
-7.59, -4.45, -4.82
-4.77, -7.46, -4.64
-5.15, -4.63, -7.23
-2.51, -7.49, -7.32
-2.36, -5.02, -5.02
0.12, -7.55, -4.93
-0.32, -4.72, -7.53
2.67, -7.37, -7.61
2.54, -4.85, -5.09
4.61, -7.64, -4.68
4.76, -5.17, -7.50
-7.68, -2.36, -7.47
-7.41, -0.05, -5.02
-4.98, -2.45, -4.86
-4.70, 0.05, -7.20
-2.15, -2.28, -7.55
-2.37, -0.04, -4.82
0.06, -2.49, -4.68
-0.07, -0.02, -7.54
2.45, -2.71, -7.55
2.69, -0.18, -4.97
5.17, -2.49, -4.89
4.82, 0.05, -7.38
-7.41, 2.34, -7.29
-7.12, 4.68, -5.05
-4.59, 2.30, -4.95
-4.90, 5.12, -7.58
-2.68, 2.39, -7.53
-2.56, 5.22, -4.55
0.13, 2.33, -4.91
0.12, 4.83, -7.40
2.58, 2.67, -7.37
2.15, 4.70, -5.00
5.06, 2.61, -4.88
